Date,Salarios,Precios.EUA,Tipo.de.cambio,Industria.EUA
1/12/2010,86.7771,219.179,12.4011,92.25437
1/1/2011,89.9023,220.223,12.1477,92.16061
1/2/2011,89.5663,221.309,12.0726,91.7556
1/3/2011,89.3948,223.467,12.0173,92.6686
1/4/2011,89.4019,224.906,11.7584,92.34909
1/5/2011,90.0659,225.964,11.6479,92.54333
1/6/2011,90.0704,225.722,11.792,92.78753
1/7/2011,89.6403,225.922,11.676,93.27957
1/8/2011,89.4987,226.545,12.1707,93.8205
1/9/2011,89.2797,226.889,12.9291,93.77151
1/10/2011,88.6813,226.421,13.4808,94.42465
1/11/2011,87.7324,226.23,13.6358,94.36644
1/12/2011,87.0173,225.672,13.7516,94.88269
1/1/2012,90.0369,226.665,13.5047,95.45648
1/2/2012,89.8543,227.663,12.8014,95.72268
1/3/2012,89.8027,229.392,12.7561,95.25686
1/4/2012,90.0853,230.085,13.0512,95.98493
1/5/2012,90.3706,229.815,13.5556,96.15622
1/6/2012,89.9559,229.478,13.982,96.1103
1/7/2012,89.4536,229.104,13.3894,96.3664
1/8/2012,89.186,230.379,13.179,95.97177
1/9/2012,88.7946,231.407,12.9871,95.96294
1/10/2012,88.3477,231.317,12.8728,96.17889
1/11/2012,87.7515,230.221,13.0872,96.65037
1/12/2012,87.912,229.601,12.867,96.95461
1/1/2013,90.9752,230.28,12.7219,96.90773
1/2/2013,90.5296,232.166,12.7144,97.43474
1/3/2013,89.8702,232.773,12.5745,97.81141
1/4/2013,89.8108,232.531,12.2249,97.69267
1/5/2013,90.1107,232.945,12.2522,97.74714
1/6/2013,90.1655,233.504,12.9361,97.93629
1/7/2013,90.1954,233.596,12.7851,97.45347
1/8/2013,89.9395,233.877,12.8704,98.15455
1/9/2013,89.6022,234.149,13.0925,98.63641
1/10/2013,89.178,233.546,13.0187,98.50806
1/11/2013,88.3544,233.069,13.0634,98.81422
1/12/2013,87.8505,233.049,13.0098,99.11414
1/1/2014,90.4654,233.916,13.1981,98.66321
1/2/2014,90.2368,234.781,13.2888,99.52423
1/3/2014,89.9903,236.293,13.2154,100.4731
1/4/2014,90.1585,237.072,13.0681,100.62
1/5/2014,90.4477,237.9,12.9479,100.9224
1/6/2014,90.2913,238.343,12.9832,101.2599
1/7/2014,90.0436,238.25,12.9734,101.4064
1/8/2014,89.7214,237.852,13.149,101.3284
1/9/2014,89.3269,238.031,13.2002,101.6273
1/10/2014,88.8357,237.433,13.4768,101.6509
1/11/2014,88.1249,236.151,13.5819,102.4651
1/12/2014,87.6952,234.812,14.4266,102.3116
1/1/2015,91.4553,233.707,14.6757,101.7103
1/2/2015,91.2821,234.722,14.9167,101.2704
1/3/2015,90.9119,236.119,15.2003,100.9498
1/4/2015,92.3885,236.599,15.2228,100.4453
1/5/2015,92.8522,237.805,15.2555,99.97179
1/6/2015,92.6968,238.638,15.4562,99.60829
1/7/2015,92.5611,238.654,15.8881,100.1416
1/8/2015,92.3662,238.316,16.488,100.0336
1/9/2015,92.0215,237.945,16.8372,99.64575
1/10/2015,92.6608,237.838,16.602,99.28916
1/11/2015,92.1577,237.336,16.6348,98.68915
1/12/2015,91.7837,236.525,17.0019,98.24466
1/1/2016,95.2753,236.916,17.978,98.97647
1/2/2016,94.8599,237.111,18.4837,98.31507
1/3/2016,94.7204,238.132,17.7383,97.54521
1/4/2016,95.0213,239.261,17.4924,97.74348
1/5/2016,95.4469,240.229,18.0405,97.60246
1/6/2016,95.3418,241.018,18.6471,97.93533
1/7/2016,95.0939,240.628,18.5699,98.12352
1/8/2016,94.8266,240.849,18.476,98.04849
1/9/2016,94.2511,241.428,19.1386,97.91881
1/10/2016,93.6825,241.729,18.948,98.03918
1/11/2016,92.9558,241.353,19.9425,97.82169
1/12/2016,92.5294,241.432,20.5137,98.74236
1/1/2017,99.6963,242.839,21.3732,98.50374
1/2/2017,99.1235,243.603,20.3812,98.13687
1/3/2017,98.519,243.801,19.4067,98.68079
1/4/2017,98.398,244.524,18.7584,99.63298
1/5/2017,98.5158,244.733,18.7862,99.63039
1/6/2017,98.2688,244.955,18.1901,99.68697
1/7/2017,97.8986,244.786,17.8513,99.54249
1/8/2017,97.4172,245.519,17.8078,99.13421
1/9/2017,97.1133,246.819,17.7991,99.11539
1/10/2017,96.506,246.663,18.7247,100.6416
1/11/2017,95.5212,246.669,18.977,101.1503
1/12/2017,104.8305,246.524,19.0625,101.6071
1/1/2018,104.2765,247.867,19.0025,101.2875
1/2/2018,103.8808,248.991,18.6282,101.7481
1/3/2018,103.5459,249.554,18.6839,102.2594
1/4/2018,103.8981,250.546,18.3464,103.4252
1/5/2018,104.0668,251.588,19.4894,102.5757
1/6/2018,103.6664,251.989,20.3105,103.2157
1/7/2018,103.1137,252.006,19.1171,103.6501
1/8/2018,102.5156,252.146,18.8089,106.5
1/9/2018,102.0839,252.439,19.0539,106
1/10/2018,101.5576,252.885,19.0638,106
1/11/2018,100.7009,252.038,20.25,104.5
1/12/2018,100,251.233,20.1775,103.6
1/1/2019,116.1072,251.712,19.2154,105.6
1/2/2019,116.1399,252.776,19.1902,105.4
1/3/2019,115.6943,254.202,19.2339,
1/4/2019,,255.548,19.0231,
1/5/2019,,,,
