Date,Salarios,Precios.EUA,Tipo.de.cambio,Industria.EUA
1/1/2000,91.1331,168.8,9.4793,90.46546
1/2/2000,90.3318,169.8,9.4456,90.71638
1/3/2000,89.8338,171.2,9.2959,91.06192
1/4/2000,89.3255,171.3,9.3748,91.73168
1/5/2000,88.9928,171.5,9.5081,91.87799
1/6/2000,88.4688,172.4,9.7978,91.96857
1/7/2000,88.1251,172.8,9.4688,91.83582
1/8/2000,87.6435,172.8,9.2846,91.56587
1/9/2000,87.0079,173.7,9.3319,91.91862
1/10/2000,86.4128,174,9.5182,91.64292
1/11/2000,85.6802,174.1,9.5179,91.6606
1/12/2000,84.7626,174,9.4439,91.41669
1/1/2001,90.1758,175.1,9.7701,90.82906
1/2/2001,90.2355,175.8,9.7027,90.27698
1/3/2001,89.6674,176.2,9.6182,90.03663
1/4/2001,89.2174,176.9,9.3508,89.77859
1/5/2001,89.0131,177.7,9.1467,89.22863
1/6/2001,88.8031,178,9.0957,88.69788
1/7/2001,89.0344,177.5,9.156,88.19651
1/8/2001,88.51,177.5,9.1272,88.07653
1/9/2001,87.6937,178.3,9.3841,87.73992
1/10/2001,87.2991,177.7,9.3685,87.35989
1/11/2001,86.9715,177.4,9.2223,86.92414
1/12/2001,86.8512,176.7,9.1672,86.95267
1/1/2002,91.0273,177.1,9.1614,87.50322
1/2/2002,91.0859,177.8,9.1062,87.48563
1/3/2002,90.6224,178.8,9.0809,88.18826
1/4/2002,90.13,179.8,9.1317,88.55359
1/5/2002,89.9477,179.8,9.4899,88.92372
1/6/2002,89.5113,179.9,9.7378,89.77245
1/7/2002,89.255,180.1,9.7978,89.55909
1/8/2002,88.917,180.7,9.8258,89.55794
1/9/2002,88.3853,181,10.0425,89.68542
1/10/2002,87.9975,181.3,10.0961,89.41711
1/11/2002,87.2915,181.3,10.2032,89.87678
1/12/2002,86.9132,180.9,10.1982,89.44439
1/1/2003,90.4623,181.7,10.5762,89.96371
1/2/2003,90.2117,183.1,10.9216,90.25008
1/3/2003,89.6458,184.2,10.9427,90.04594
1/4/2003,89.493,183.8,10.6324,89.41817
1/5/2003,89.7827,183.5,10.2506,89.43613
1/6/2003,89.7086,183.7,10.4953,89.58426
1/7/2003,89.5788,183.9,10.4434,89.97188
1/8/2003,89.3109,184.6,10.7327,89.83575
1/9/2003,88.7824,185.2,10.9255,90.36728
1/10/2003,88.458,185,11.1704,90.50139
1/11/2003,87.7298,184.5,11.1145,91.20064
1/12/2003,87.3543,184.3,11.2629,91.12926
1/1/2004,90.5085,185.2,10.9308,91.36808
1/2/2004,89.9703,186.2,11.0128,91.91373
1/3/2004,89.6665,187.4,10.9984,91.45934
1/4/2004,89.5314,188,11.2535,91.87078
1/5/2004,89.7565,189.1,11.5119,92.60145
1/6/2004,89.6129,189.7,11.379,91.84187
1/7/2004,89.3786,189.4,11.4735,92.5464
1/8/2004,88.8303,189.5,11.3957,92.61634
1/9/2004,88.1018,189.9,11.4858,92.69665
1/10/2004,87.4958,190.9,11.3864,93.57698
1/11/2004,86.7558,191,11.3938,93.77872
1/12/2004,86.577,190.3,11.21,94.45856
1/1/2005,90.461,190.7,11.2556,94.90238
1/2/2005,90.1606,191.8,11.1502,95.54082
1/3/2005,89.756,193.3,11.1326,95.40691
1/4/2005,89.4375,194.6,11.1262,95.55024
1/5/2005,89.6628,194.4,10.992,95.67724
1/6/2005,89.7489,194.5,10.834,96.04881
1/7/2005,89.399,195.4,10.6931,95.75092
1/8/2005,89.2924,196.4,10.6703,96.01164
1/9/2005,88.936,198.8,10.7791,94.22224
1/10/2005,88.7182,199.2,10.8312,95.4097
1/11/2005,88.0842,197.6,10.6903,96.37966
1/12/2005,87.5465,196.8,10.6201,96.97295
1/1/2006,90.5175,198.3,10.5679,97.08621
1/2/2006,90.3793,198.7,10.4813,97.09813
1/3/2006,90.266,199.8,10.7061,97.28843
1/4/2006,90.1338,201.5,11.0206,97.68345
1/5/2006,90.5369,202.5,11.0758,97.58229
1/6/2006,90.4588,202.9,11.3864,97.96127
1/7/2006,90.2114,203.5,11.0268,97.92553
1/8/2006,89.7534,203.9,10.8739,98.30354
1/9/2006,88.8564,202.9,10.9722,98.10133
1/10/2006,88.4696,201.8,10.9201,98.04839
1/11/2006,88.0078,201.5,10.8948,97.94128
1/12/2006,87.5017,201.8,10.865,98.97128
1/1/2007,90.4367,202.416,10.9344,98.45782
1/2/2007,90.1846,203.499,10.988,99.46918
1/3/2007,89.9899,205.352,11.125,99.67035
1/4/2007,90.0436,206.686,10.9924,100.389
1/5/2007,90.4851,207.949,10.8301,100.4275
1/6/2007,90.3765,208.352,10.8338,100.4515
1/7/2007,89.9943,208.299,10.7963,100.4081
1/8/2007,89.6291,207.917,11.0363,100.6166
1/9/2007,88.9386,208.49,11.045,101.0116
1/10/2007,88.5933,208.936,10.8418,100.5954
1/11/2007,87.9727,210.177,10.8658,101.1593
1/12/2007,87.6105,210.036,10.8494,101.2067
1/1/2008,90.7031,211.08,10.9171,100.9377
1/2/2008,90.4342,211.693,10.7794,100.5926
1/3/2008,89.7835,213.528,10.7346,100.3522
1/4/2008,89.5797,214.823,10.5295,99.59254
1/5/2008,89.6765,216.632,10.4542,99.02796
1/6/2008,89.307,218.815,10.3305,98.78886
1/7/2008,88.812,219.964,10.239,98.268
1/8/2008,88.3021,219.086,10.0906,96.7569
1/9/2008,87.7044,218.783,10.5744,92.56447
1/10/2008,87.1108,216.573,12.4738,93.45566
1/11/2008,86.1318,212.425,13.0609,92.27483
1/12/2008,85.5394,210.228,13.3726,89.58195
1/1/2009,89.2864,211.143,13.8492,87.45048
1/2/2009,89.0897,212.193,14.518,86.87822
1/3/2009,88.5801,212.709,14.7393,85.50546
1/4/2009,88.2711,213.24,13.489,84.82091
1/5/2009,88.529,213.856,13.2167,83.96776
1/6/2009,88.3663,215.693,13.3439,83.64268
1/7/2009,88.1262,215.351,13.3619,84.56403
1/8/2009,87.9159,215.834,13.0015,85.52074
1/9/2009,87.4771,215.969,13.3987,86.16734
1/10/2009,87.2132,216.177,13.2626,86.44891
1/11/2009,86.7632,216.33,13.1305,86.79561
1/12/2009,86.4056,215.949,12.8504,87.0547
1/1/2010,89.6225,216.687,12.807,88.07653
1/2/2010,89.1071,216.741,12.9624,88.38624
1/3/2010,88.4789,217.631,12.6138,88.96561
1/4/2010,88.7618,218.009,12.242,89.30145
1/5/2010,89.3246,218.178,12.6826,90.58755
1/6/2010,89.3526,217.965,12.7234,90.71542
1/7/2010,89.159,218.011,12.8341,91.10361
1/8/2010,88.912,218.312,12.7261,91.39786
1/9/2010,88.4484,218.439,12.861,91.59738
1/10/2010,87.9057,218.711,12.4535,91.35636
1/11/2010,87.207,218.803,12.3251,91.39334
