Date,InflacionNacional,Salarios,Precios.EUA,Tipo.de.cambio,Industria.EUA,Actividades.Primarioas,Actividades.Secundarias,Actividades.Terciarias,Mineria,Manufactura,Construccion,Energia,Desempleo,Billetes.y.monedas,Ingreso.Mexico,TIIE28,TIIE91
01/12/2005,60.25031239,87.5465,196.8,10.6201,96.97295,104.7714994,96.28400842,84.47664665,116.9409104,91.66759969,91.92472471,69.01135008,2.77001059,380033691,89.15107783,8.72,8.64
01/01/2006,60.60362589,90.5175,198.3,10.5679,97.08621,107.6875794,96.12284578,81.05845776,118.2726927,92.15981667,88.01463491,73.49206435,3.47786875,354740855,87.04556955,8.41,8.16
01/02/2006,60.69635773,90.3793,198.7,10.4813,97.09813,83.93648003,92.24438706,79.64275908,105.3874269,90.46237931,87.37592563,73.08620077,3.74522836,346431301,84.08297386,7.97,7.93
01/03/2006,60.77251181,90.266,199.8,10.7061,97.28843,73.35705105,100.9732195,84.12521606,117.9381999,98.75321795,94.40376726,76.81216395,3.31182028,353043830,89.54008661,7.68,7.78
01/04/2006,60.86161727,90.1338,201.5,11.0206,97.68345,79.75306968,95.35538996,82.97548588,112.8161134,91.29165397,91.22716087,76.20902202,3.19501793,357800129,87.10250315,7.51,7.72
01/05/2006,60.59067451,90.5369,202.5,11.0758,97.58229,95.99230403,100.166735,89.16595179,115.9569625,99.44432833,90.26312382,82.28569855,2.83926121,358023879,93.13935166,7.32,7.59
01/06/2006,60.64299806,90.4588,202.9,11.3864,97.96127,101.920463,99.05763722,86.64664686,110.6009011,99.06238976,90.90787022,84.87290701,3.25883338,369072338,91.36863924,7.33,7.68
01/07/2006,60.80929371,90.2114,203.5,11.0268,97.92553,87.69177471,97.79372577,83.25095894,111.3775501,94.36216901,94.32894792,87.00677136,4.00741845,368681007,88.35889023,7.31,7.57
01/08/2006,61.11960865,89.7534,203.9,10.8739,98.30354,70.6104124,100.9837984,85.38436282,113.3963558,98.4476949,97.28103018,87.45855658,3.87206043,363431699,90.24618198,7.3,7.48
01/09/2006,61.73661213,88.8564,202.9,10.9722,98.10133,65.37654348,99.37283956,82.73375981,109.5406879,96.43282985,98.57370323,86.31856462,3.99579567,367139801,87.86909491,7.31,7.5
