"","InflacionNacional","Salarios","Precios.EUA","Tipo.de.cambio","Industria.EUA","Actividades.Primarioas","Actividades.Secundarias","Actividades.Terciarias","Mineria","Manufactura","Construccion","Energia","Desempleo","Billetes.y.monedas","Ingreso.Mexico","TIIE28","TIIE91"
"01/07/2006",4.10774263436304,4.50215580489188,5.31566600488265,2.4003286733127,4.58420729184258,4.47382810604011,4.58286042130185,4.42185964759301,4.71292578204962,4.5471402408162,4.54678811941394,4.46598594734999,1.38814725594954,19.725442348452,4.48140681883067,1.98924327376169,2.02419306744936
"01/08/2006",4.11283274186002,4.4970659096592,5.31762967758041,2.38636542243351,4.58806003871223,4.2571776180437,4.61496009209271,4.4471629788765,4.73088925497482,4.58952539089533,4.57760400800553,4.47116504207543,1.35378677621403,19.7111019390709,4.50254129138736,1.98787434815435,2.01223279198639
"01/09/2006",4.12287714439058,4.4870215835203,5.31271324683177,2.39536480112651,4.58600092407371,4.1801635317431,4.59887883246144,4.41562773892392,4.69629605923361,4.56884670224954,4.59080452451612,4.45804469222033,1.3852427258453,19.7212532626391,4.47584814912467,1.98924327376169,2.01490302054226
"01/10/2006",4.127239521131,4.48265899017842,5.30727710791951,2.39060512778399,4.58546113231376,4.41027404853794,4.61576831687449,4.46483740840751,4.71415102416276,4.60143110191764,4.57785887650454,4.44871780536205,1.33972241675577,19.7243283809305,4.51740383363991,1.98924327376169,2.03470564783844
"01/11/2006",4.13247264822696,4.47742544691387,5.30578938138674,2.38828561118357,4.58436811541483,4.71634949965707,4.58825743470291,4.45660787294453,4.68005064848002,4.57969747646872,4.54616743819764,4.41393827107661,1.25358982940879,19.7956934710782,4.51245376358487,1.98787434815435,2.03077636969855
"01/12/2006",4.13824060413345,4.47165822174627,5.30727710791951,2.38554661370839,4.59482970703705,4.84880525588583,4.56089330375207,4.45887639890137,4.66470436595945,4.51043852198123,4.5951021037145,4.37434597767498,1.1989573449102,19.9243609262939,4.5093350165008,1.99333884262642,2.02814824729229
"01/01/2007",4.14339196203377,4.50465015846453,5.31032498567231,2.39191378293884,4.58962823311399,4.63669047878262,4.57805199808693,4.4235567245954,4.72877845486933,4.543750502031,4.52732159013978,4.39469783115729,1.39791405770739,19.8315402680779,4.48613109910453,2.002830439308,2.03731661537916
"01/02/2007",4.14618319619332,4.50185868078494,5.31566109086566,2.39680376823303,4.59984784743878,4.51158281234064,4.54252363586409,4.39512658578145,4.63811401856387,4.51599792987083,4.53652864263533,4.35848853962471,1.3991293293833,19.8059834810757,4.45164957998929,2.00955541421567,2.03731661537916
"01/03/2007",4.14834514664061,4.49969744181066,5.32472557982434,2.4091948280523,4.60186824056144,4.38790687151932,4.62805217893215,4.45479002044599,4.74730600847893,4.60864555489147,4.58414569354663,4.4263621171801,1.31553927981716,19.8312135926122,4.51548700443259,2.00955541421567,2.03861954715958
"01/04/2007",4.14774780200018,4.50029399746938,5.33120073338275,2.39720412491978,4.60905263950231,4.42416834282889,4.57108190819052,4.44995934045038,4.70421837889009,4.53403775534739,4.54482889502343,4.39601317244024,1.25647270462171,19.808588325632,4.49223264895663,2.01089499914473,2.02946317187359
