Date,Frontera.norte,Noroeste,Noreste,Centro.norte,Centro.sur,Sur,Mexico,Nacional
01/01/2012,81.085042845,82.854762566,80.0429267092,77.111549062,78.1971759584,79.1170175625,76.496077425,78.34304946
01/02/2012,81.1910832495,83.1284960527,80.2575602551,77.316776813,78.3671552328,79.1367507096,76.6236527605,78.50231384
01/03/2012,81.3485844386,83.2498909033,80.3283354745,77.4064250363,78.4111410977,79.3318052794,76.5378693453,78.54738867
01/04/2012,80.600843645,83.271313524,79.5990429959,77.4760691106,78.2210326986,78.5910532947,76.5444680695,78.30097963
01/05/2012,78.5470905164,78.7289245051,79.6805883575,77.6879649112,78.5319158453,78.7352570622,76.9000659872,78.05381934
01/06/2012,78.9275884385,79.0407426509,79.9667664187,78.0798980529,78.8629281167,79.1337148408,77.2835251851,78.41366669
01/07/2012,79.2652023734,79.4977585591,80.399110694,78.6237145482,79.3154606587,79.5959258641,77.6816482147,78.85389747
01/08/2012,79.452332499,79.7334073868,80.6437467786,78.8667279139,79.5585012003,79.9928657083,77.8818095168,79.0905403
01/09/2012,79.6301061184,80.0317372159,80.9083845556,79.2134664968,80.0416001909,80.4292718469,78.254270841,79.43911894
01/10/2012,80.6538638472,80.1388503194,81.7661494434,79.3409003349,80.3532288607,81.1852031755,78.4075078818,79.84103612
01/11/2012,82.9477673037,84.8692823422,81.9523190424,79.3972083099,80.3785766472,81.1404241109,78.4500329936,80.3834365
01/12/2012,83.0670627588,85.0581187765,82.0177091908,79.5565006075,80.5731581851,81.3172634679,78.7301121783,80.56824328
01/01/2013,83.3422999852,85.5040266593,82.354660779,80.0054826186,80.7990516946,81.7240698857,78.9859960408,80.89278202
01/02/2013,83.8031079195,85.9983337962,82.6716106747,80.4544646297,81.2262364501,81.9714931921,79.3819194956,81.29094297
01/03/2013,84.3083592587,86.3371285754,83.1401118556,81.018285274,81.8770781457,82.4481245921,80.1503042745,81.88743314
01/04/2013,83.457696896,86.5354861745,82.6169906684,81.25463059,82.0045626016,81.9768059624,80.7221937092,81.94152293
01/05/2013,81.3337699703,83.1895901932,82.8323935102,81.3805826394,82.0880611925,82.1149379924,80.8512354278,81.66882024
01/06/2013,81.5286971845,83.2895624231,82.8385478771,81.3546513351,81.8763326226,82.213603728,80.6935992375,81.61923793
01/07/2013,81.6097869056,83.3919149443,82.8570109779,81.2524079068,81.7384108429,82.2712852351,80.6635383826,81.59219304
01/08/2013,81.7470156644,83.6132820248,83.0408726892,81.5406158314,82.0053081247,82.5240213118,80.896693306,81.82432839
01/09/2013,81.9762500682,83.8449637006,83.408596112,81.8421598554,82.3296106878,82.7752394542,81.2266295183,82.13233968
01/10/2013,82.9477673037,84.1678898719,84.2686688874,81.9947841034,82.581597507,83.6017547322,81.3285431483,82.52298816
01/11/2013,85.2978097978,88.0001586861,84.620237097,82.2881782888,83.072897252,83.9440489382,81.7677249065,83.29226516
01/12/2013,85.6946816059,88.1993097156,84.8602574064,82.6897430578,83.6111649544,84.3197377009,82.4745215925,83.7700583
01/01/2014,87.1932820285,88.7555044234,85.6710952465,83.4173013662,84.1136475465,85.492342021,83.0075518733,84.51905163
